ID,AssetManufacture,AssetModel,AssetNumber,AssetParentNumber,AssetAccountingNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,curentDepreciate,B/L Acumulate Depreciate,B/L Asset Value,AssetWriteOffDate,MAMonth,StartMA,AssetEndWarrantyDate,WarrantyStatus,Contract,AssetQuantity,BranchGroup,BranchCode,Branch,ZoneCode,Zone,SupplierCode,Supplier,SupplierCode_2,Supplier_2,Owner,Coset Center Description,CostType,Company,Department,TotalExpense,LastSync,Update By,Update Date,Update Remark,TotalTask,
3125,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0001,,,21032201,,Emergency Light,,,,,,,,,Emergency Light FL1 No.1,,ห้องไฟฟ้าชั้น 1 - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3126,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0002,,,21032201,,Emergency Light,,,,,,,,,Emergency Light FL1 No.2,,โถงลิฟท์ดับเพลิง - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3127,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0003,,,6092103082,,Emergency Light,,,,,,,,,Emergency Light FL1 No.3,,ห้องgenerator - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3128,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0004,,,7092103034,,Emergency Light,,,,,,,,,Emergency Light FL1 No.4,,corridor - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3129,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0005,,,7092103092,,Emergency Light,,,,,,,,,Emergency Light FL1 No.5,,โถงลิฟท์ชั้น 1 โซน A - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3130,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0006,,,7092103036,,Emergency Light,,,,,,,,,Emergency Light FL1 No.6,,หน้าห้องเก็บของ - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3131,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0007,,,7092103025,,Emergency Light,,,,,,,,,Emergency Light FL1 No.7,,ห้องคอนโทรล - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3132,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0008,,,6092103039,,Emergency Light,,,,,,,,,Emergency Light FL1 No.8,,ห้องน้ำคนพิการ - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3133,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0009,,,7092103097,,Emergency Light,,,,,,,,,Emergency Light FL1 No.9,,หน้าห้องน้ำชั้น 1 - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3134,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0010,,,7092103113,,Emergency Light,,,,,,,,,Emergency Light FL1 No.10,,ห้องน้ำหญิงชั้น 1 - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3135,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0011,,,21032201,,Emergency Light,,,,,,,,,Emergency Light FL1 No.11,,ห้องน้ำชายชั้น 1 - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3136,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0012,,,6092103014,,Emergency Light,,,,,,,,,Emergency Light FL1 No.12,,โถงลิฟท์ ชั้น 1 โซน B - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3137,DELIGHT,DLEM-209L2ATRT,400B03-EE-EML-1.FL-0013,,,7092103077,,Emergency Light,,,,,,,,,Emergency Light FL1 No.13,,โถงใต้ตึก - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B03-F1,หอพักฯ 400B-ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
