ID,AssetManufacture,AssetModel,AssetNumber,AssetParentNumber,AssetAccountingNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,curentDepreciate,B/L Acumulate Depreciate,B/L Asset Value,AssetWriteOffDate,MAMonth,StartMA,AssetEndWarrantyDate,WarrantyStatus,Contract,AssetQuantity,BranchGroup,BranchCode,Branch,ZoneCode,Zone,SupplierCode,Supplier,SupplierCode_2,Supplier_2,Owner,Coset Center Description,CostType,Company,Department,TotalExpense,LastSync,Update By,Update Date,Update Remark,TotalTask,
3355,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0001,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.1,,หน้าห้อง หน่วยงานรับผู้ป่วยในและส่งต่อ - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3356,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0002,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.2,,โถงหน้าตู้ ATM  - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3357,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0003,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.3,,ประตูอัตโนมัติ ทางเข้า- ออก บานด้านในโรงพยาบาล  - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3358,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0004,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.4,,ประตูอัตโนมัติ ทางเข้า- ออก บานด้านติดถนน ตัวที่ 1 - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3359,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0005,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.5,,ประตูอัตโนมัติ ทางเข้า- ออก บานด้านติดถนน ตัวที่ 2 - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3360,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0006,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.6,,หน้าโถงลิฟท์  ZONE A  bed lift - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3361,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0007,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.7,,บริเวณทางหนีไฟฉุกเฉิน  ST5 - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3362,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0008,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.8,,ประตู หนีไฟฉุกเฉิน ST5 - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3363,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0009,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.9,,หน้าทางเข้าแผนก ER - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3364,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0010,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.10,,หน้าแผนก การเงิน ER - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3365,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0011,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.11,,หน้าห้องน้ำ แผนก ER - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3366,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0012,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.12,,ประตูด้านหลัง แผนก ER - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3367,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0013,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.13,,ประตูทางออก รีเซฟชั่น - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3368,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0014,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.14,,หน้าโถงลิฟท์  ZONE A  ลิฟท์ โดยสาร - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3369,DELIGHT,DLEX-RLG3,400B01-EE-EXL-1.FL-0015,,,N/A,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.15,,หน้าห้อง AHU ตรงบันไดเลื่อน   ZONE A   - ชั้น 1A,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B01-F1,โรงพยาบาล 400B - ชั้น 1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
