ID,AssetManufacture,AssetModel,AssetNumber,AssetParentNumber,AssetAccountingNumber,AssetSerialNumber,AssetPartNumber,AssetTypeName,PriorityName,AssetHostName,AssetOS,AssetCPU,AssetRam,AssetHarddisk,AssetIPAddress,AssetMAC,AssetDetail,Remark,AssetLocation,Status,BuyingName,AssetPO,AssetRegisterDate,AssetBuyDate,AssetPriceEx,AssetVAT,AssetVATValue,AssetPrice,AssetAccumulatedDepreciation,AssetSalvageValue,curentDepreciate,B/L Acumulate Depreciate,B/L Asset Value,AssetWriteOffDate,MAMonth,StartMA,AssetEndWarrantyDate,WarrantyStatus,Contract,AssetQuantity,BranchGroup,BranchCode,Branch,ZoneCode,Zone,SupplierCode,Supplier,SupplierCode_2,Supplier_2,Owner,Coset Center Description,CostType,Company,Department,TotalExpense,LastSync,Update By,Update Date,Update Remark,TotalTask,
3688,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0001,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.1,,หน้าโถงลิฟท์ ดับเพลิง โซน A-B - ชั้น 1 ,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3689,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0002,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.2,,โถงลิฟท์ โซน A-B - ชั้น 1 ,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3690,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0003,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.3,,หน้าห้องไฟฟ้า โซน A-B - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3691,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0004,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.4,,ประตูทางเข้าหลัก ตัวที่ 4 โซน C - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3692,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0005,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.5,,ประตูทางเข้าหลัก ตัวที่ 3 โซน C - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3693,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0006,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.6,,ประตูทางเข้าหลัก ตัวที่ 2 โซน C - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3694,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0007,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.7,,ประตูทางเข้าหลัก ตัวที่ 1 โซน C - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3695,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0008,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.8,,ข้างเคาน์เตอร์แลกเงิน โซน C - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3696,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0009,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.9,,หน้าร้านค้า Fo6 ยู้ ลูกชิ้นปลา โซน C - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
3697,DELIGHT,DLEX-RLG3,400B02-EE-EXL-1.FL-0010,,,,,Exit Sign Light,,,,,,,,,Exit Sign Light FL1 No.10,,ประตูทางหนีไฟ หน้าร้านค้า Fo1 ก๋วยเตี๋ยวเรือ  โซน C - ชั้น 1,In Use,,,23-06-24,,0,0,0,0,0,1,0,0,0,,,,,undefine,,1,โรงพยาบาลจุฬาภรณ์400เตียง,400B02-F1,วิทยาลัย 400B-ชั้น1,,,,,,,,,,CRA,,,,Nattapon,23-06-24,,0,-
